4.193524318522378587e-55,1.000000000000000000e+00,3.095076845231940065e-27,3.497119124291733590e-36
1.239398561144879569e-10,5.804634085107731600e-01,4.195365913652869261e-01,2.216115553238235647e-22
1.849189951926074892e-35,3.262121351310904860e-01,6.737878648689095140e-01,4.729702941637574944e-54
6.347624628476190856e-02,1.252250826703054611e-05,9.365112312069709954e-01,2.717426301749258531e-31
1.503215080058443315e-02,2.565271742339871119e-41,9.849678491994156015e-01,1.188417232301719593e-50
1.292550062908586936e-30,5.962834821944558161e-01,4.037165178055441284e-01,6.198853786229713502e-44
7.561276140181385497e-01,2.438395252776440758e-01,3.286070421739931997e-05,2.261565140316184673e-50
1.219407996294806323e-31,9.057863231426515060e-01,9.421367685734850783e-02,3.149331933170660652e-23
2.826979378495921524e-64,9.999999975197549906e-01,2.480245101158093059e-09,2.797748873233390044e-38
8.159827540721067969e-38,1.041773374018940781e-99,1.158807606521222854e-98,1.000000000000000000e+00
1.085506849599055246e-01,8.914493150400945032e-01,1.514914514405099340e-32,1.768601684494549744e-54
8.295895238373069027e-57,2.857530402648706530e-16,9.999999999999996669e-01,4.824779171335283984e-45
4.348634996176785061e-01,1.089469065891846885e-38,5.651365003823215494e-01,2.914296584634871394e-42
2.603391551602317007e-28,4.260746989827144287e-25,9.661143493381387781e-01,3.388565066186127739e-02
7.794663411688596000e-01,2.272217593956132585e-26,2.205336588311403445e-01,4.492653036903403665e-46
2.246552641409390451e-53,6.227161710044265484e-39,6.999319211153222087e-01,3.000680788846777913e-01
9.999967521273359639e-01,3.247872664020925745e-06,9.095848259338260183e-44,4.383971764464832765e-47
5.223038911160901034e-22,2.621563425423623084e-01,7.378436574576376916e-01,1.610895792713016497e-32
3.751808083410687212e-29,1.935058533272237535e-01,8.064941466727761910e-01,3.517234637050638253e-28
2.824615773267235563e-01,2.530486593943304169e-38,7.175384226732763882e-01,2.733022309242954523e-57
5.381312608080253246e-65,1.486933005715131733e-14,1.163610821824910030e-12,9.999999999988214983e-01
5.691852039522133476e-22,7.476986864390481324e-01,2.523013135609518676e-01,8.423392065057465418e-52
6.742928960807268469e-16,3.402964185801666264e-01,1.910094206590527218e-28,6.597035814198327630e-01
4.442391162687357731e-02,1.254976696419838361e-09,9.555760871181496752e-01,3.523193629467622530e-29
6.362722819431404497e-02,7.949838164665340434e-01,1.399540834754392504e-01,1.434871863712724495e-03
1.921384039511506425e-26,3.580725728872358984e-11,9.999999999641927539e-01,2.000197034392116330e-23
1.643273925989344682e-28,1.372817925412457265e-07,9.999998627182073996e-01,1.894804160249088753e-103
1.306699002180719160e-05,1.157550390642183370e-04,9.998711779709139602e-01,1.450038807530962333e-51
7.168212762301379160e-01,1.138202471319874586e-07,2.831786099496150233e-01,9.289041272719158439e-64
1.281610043323658242e-05,3.409991462987105315e-01,6.497983115420238320e-01,9.189726058832260736e-03
3.521211395977195646e-46,1.865392998975072763e-58,1.000000000000000000e+00,7.154053459749782226e-34
4.019976807863221670e-33,1.000000000000000000e+00,1.954195726031423877e-178,1.273829281009038324e-96
6.372070437830627973e-21,1.009862658844759610e-26,1.000000000000000000e+00,2.669526352658641008e-24
7.517827230182820981e-07,3.528086325789932316e-43,8.412223429047762657e-01,1.587769053125006880e-01
2.400812707820636771e-01,3.075651141693930844e-36,2.835540428497801968e-01,4.763646863681560428e-01
4.421381386323355957e-13,5.140957094180483855e-01,4.859042905814538460e-01,5.568065815534268884e-14
1.857181159146113016e-22,2.348172236127175878e-05,6.927448295352501839e-01,3.072316887423885423e-01
5.360671192185364025e-21,9.999996389467568081e-01,3.610532431710481180e-07,7.610184739425362163e-46
5.530247366757640138e-68,7.056886284176823513e-71,1.000000000000000000e+00,1.154391744418650139e-51
2.831369515246536290e-46,1.006651152693991397e-64,9.122712317575050605e-99,1.000000000000000000e+00
3.228451876574569894e-33,1.916034645786795133e-36,9.587575778419704653e-01,4.124242215802951389e-02
1.538008823435415657e-07,4.294762632152170535e-16,9.999998461991171927e-01,7.366490528470418024e-70
6.718675006414870365e-02,7.512259678203982866e-29,3.421351114700340035e-01,5.906781384658171818e-01
9.447278085280151840e-29,2.324094611601385172e-45,3.597176473233659189e-01,6.402823526766340256e-01
1.676464624993589669e-01,6.671698480806322884e-01,1.651836894200088002e-01,8.480639651312802425e-19
6.182318315178296780e-58,7.579431080403109055e-65,4.324057255776978816e-60,1.000000000000000000e+00
9.086600009876022455e-02,4.908574363390762124e-24,2.246004747692253131e-54,9.091339999012397755e-01
5.277972420577358159e-01,4.721647544680138142e-01,3.800347425030925936e-05,8.549968814647855526e-38
9.848310590107826100e-59,2.437174899951188770e-37,7.124459203496308346e-02,9.287554079650369721e-01
2.354444050772019846e-46,4.877987295794783407e-01,5.122012704205216593e-01,3.021095710385852644e-53
1.793254314689873251e-13,6.693486118428822185e-02,4.816097200077349008e-30,9.330651388155324355e-01
3.077347859686409559e-01,6.922652140313589886e-01,5.405974239669993783e-29,5.267577049296512780e-48
4.405192545193329864e-47,4.381870224103802107e-47,8.103604647948542314e-45,1.000000000000000000e+00
2.036505632958529203e-41,3.400729919996531354e-43,1.000000000000000000e+00,6.665078889700903858e-20
8.041133069129873245e-01,6.703165913966417160e-41,1.958866930870127032e-01,1.688159029676975043e-45
5.958324488431884225e-01,3.663435901699410218e-22,3.815770564492610428e-01,2.259049470755046182e-02
2.870792284512911352e-01,1.201675589406615285e-01,5.927532126080473640e-01,1.680947604139136200e-32
1.000649287899731227e-33,4.825730624924508182e-56,2.288635972886619983e-57,1.000000000000000000e+00
3.849290979815293983e-23,9.268773809013763374e-12,5.481913129516719187e-49,9.999999999907311921e-01
2.700717134448809009e-01,2.044587369850396906e-16,3.712190791820022540e-01,3.587092073731165676e-01
6.128117054378810374e-50,1.731293572093264915e-23,1.000000000000000000e+00,7.673745075646807845e-39
8.479412794346296023e-01,4.414950435040419334e-34,1.520587205653704810e-01,1.582491992237475022e-30
4.619421697121047776e-01,6.998300337486586796e-28,5.380578302878952224e-01,6.090999831013913690e-19
9.999476419533741556e-01,4.962582024374362242e-94,1.612650981251114636e-99,5.235804662575730084e-05
1.000000000000000000e+00,6.084985292374573196e-38,1.154352620432451268e-74,4.143537210726209410e-17
2.666503391273064605e-21,1.299346557907676909e-06,9.999987006534420964e-01,1.549570342839149883e-41
8.991994867913934986e-01,9.085057566560784769e-15,1.008005132085975364e-01,5.647678778637402018e-39
3.961576050331998806e-23,1.359751797323734968e-01,8.640248202676266143e-01,6.143678724322516914e-44
3.393462500008290750e-01,1.167386225623696388e-25,6.606537499991709250e-01,1.685435856394930577e-32
4.322723261899399372e-01,2.791358527206029067e-78,2.697945752217938901e-63,5.677276738100600628e-01
9.999997158520901319e-01,2.841479099080427702e-07,2.396058641540034184e-38,1.704925009946421397e-38
3.615287175701818456e-01,5.745073922527020212e-25,6.384712824298182099e-01,8.069017879617861770e-61
7.908277989089100182e-11,5.079112473414981732e-01,4.993799763364192861e-53,4.920887525794190309e-01
2.660908006724692874e-03,3.751941825577089773e-01,3.369704388418390262e-01,2.851744705937273583e-01
5.392359991745060928e-49,5.026082535389858608e-01,1.636836169817233896e-17,4.973917464610141947e-01
2.114557858913060821e-35,9.719218842937380476e-01,1.131122345212814448e-46,2.807811570626190037e-02
1.582684059956819621e-31,1.000000000000000000e+00,1.424141775326681552e-47,1.075369686337060802e-19
5.761226627205939810e-01,4.238773372794043537e-01,1.239817007510423034e-26,1.616121100883350190e-15
4.487634792239764710e-61,2.718208275778956810e-55,3.618181068489371178e-48,1.000000000000000000e+00
4.432865580425713881e-01,3.573168566464408058e-01,1.993965853109877784e-01,1.439485921985284559e-22
5.127038167798260331e-13,9.999999999994872990e-01,2.372909116549337426e-74,7.541138979996169307e-55
6.081124788947250837e-02,1.357611709318342341e-29,9.391887521105275471e-01,6.376451975678187516e-51
1.164459946570037716e-15,4.534800524556148460e-01,3.765932411073194541e-01,1.699267064370645341e-01
6.921221198262318905e-26,9.999999863491492169e-01,1.365085090869598573e-08,7.702532133029201335e-53
3.516044365493761319e-49,4.323115606906627328e-01,5.676884393093372116e-01,4.371984557778212171e-53
1.000000000000000000e+00,6.186280457591236725e-17,2.821233552277403469e-47,3.997522274245693747e-43
5.724409928937647459e-26,1.960140064088101153e-01,8.039859935911898292e-01,2.713278373434812112e-82
1.026006381947523679e-81,3.596102360884070315e-01,6.403897639115929685e-01,1.025466142958700192e-35
